ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE6_ID,uniqueidentifier
ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE7_ID,uniqueidentifier
ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE8_ID,uniqueidentifier
ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE9_ID,uniqueidentifier
ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE10_ID,uniqueidentifier
ITEMFACTURACOMPRA,TORNEO_ID,uniqueidentifier
ITEMFACTURACOMPRA,DIVISION_ID,uniqueidentifier
ITEMFACTURACOMPRA,CATEGORIA_ID,uniqueidentifier
ITEMFACTURACOMPRA,PARTIDO_ID,uniqueidentifier
ITEMFACTURACOMPRA,CLUB_ID,uniqueidentifier
ITEMFACTURACOMPRA,HITO_ID,uniqueidentifier
PROVEEDOR,ID,uniqueidentifier
PROVEEDOR,COMPROMISOSPAGO_ID,uniqueidentifier
PROVEEDOR,EXTERNAL_ID,varchar
PROVEEDOR,DENOMINACION,varchar
PROVEEDOR,INGRESOSBRUTOS,varchar
PROVEEDOR,OPERADORASOCIADO_ID,uniqueidentifier
PROVEEDOR,TIPOPAGO_ID,uniqueidentifier
PROVEEDOR,LISTAPRECIO_ID,uniqueidentifier
PROVEEDOR,DIASPLAZO,decimal
PROVEEDOR,CONTACTOS_ID,uniqueidentifier
PROVEEDOR,PRECIOSACORDADOS_ID,uniqueidentifier
PROVEEDOR,CUENTASCONTABLES_ID,uniqueidentifier
PROVEEDOR,POSICIONADORIMPUESTOS_ID,uniqueidentifier
PROVEEDOR,OPERADORASOCIADODEFAULT_ID,uniqueidentifier
PROVEEDOR,CREDITOMAXIMO,decimal
PROVEEDOR,CLASESCREDITICIAS_ID,uniqueidentifier
PROVEEDOR,MONEDA_ID,uniqueidentifier
PROVEEDOR,ACTIVESTATUS,int
PROVEEDOR,CHECKSOPTIMISTICUPDATES,varchar
PROVEEDOR,CODIGO,varchar
PROVEEDOR,ENTEASOCIADO_ID,uniqueidentifier
PROVEEDOR,COMPANIA_ID,uniqueidentifier
PROVEEDOR,UNIDADOPERATIVA_ID,uniqueidentifier
PROVEEDOR,VALORES_ID,uniqueidentifier
PROVEEDOR,ITEMSINVENTARIO_ID,uniqueidentifier
PROVEEDOR,DATOSCOMPLEMENTARIOS_ID,uniqueidentifier
PROVEEDOR,BENEFICIARIO_ID,uniqueidentifier
PROVEEDOR,SEGMENTO_ID,uniqueidentifier
PROVEEDOR,USUARIO,varchar
PROVEEDOR,MOMENTO,varchar
PROVEEDOR,BENEFICIARIODEFAULT_ID,uniqueidentifier
PROVEEDOR,BOEXTENSION_ID,uniqueidentifier
PROVEEDOR,TIPOOBJETOESTATICO_ID,uniqueidentifier
PROVEEDOR,NUMERADOR_ID,uniqueidentifier
PROVEEDOR,FLAG_ID,uniqueidentifier
PROVEEDOR,TRANSICION_ID,uniqueidentifier
PROVEEDOR,BO_PLACE_ID,uniqueidentifier
PROVEEDOR,BO_OWNER_ID,uniqueidentifier
PROVEEDOR,CHEQUENOMBRE,varchar
PROVEEDOR,GRUPOSPERTENECIA_ID,uniqueidentifier
PROVEEDOR,ITEMRECURSOUSO_ID,uniqueidentifier
PROVEEDOR,RUBROS_ID,uniqueidentifier
PROVEEDOR,ENVASESPRODUCTOS_ID,uniqueidentifier
PROVEEDOR,ITEMSESQUEMAOPERATIVO_ID,uniqueidentifier
PROVEEDOR,BOCSF_ID,uniqueidentifier
PROVEEDOR,CUENTASBANCARIAS_ID,uniqueidentifier
PROVEEDOR,CUENTABANCARIADEFAULT_ID,uniqueidentifier
PROVEEDOR,MEDIOSPAGO_ID,uniqueidentifier
PROVEEDOR,MONEDAORIGINAL_ID,uniqueidentifier
PROVEEDOR,TIPODOCUMENTO_ID,uniqueidentifier
PROVEEDOR,NUMERODOCUMENTO,varchar
PROVEEDOR,CUIT,varchar
PROVEEDOR,CUENTASCONTABLES2_ID,uniqueidentifier
PROVEEDOR,CUENTASCONTABLES3_ID,uniqueidentifier
PROVEEDOR,CUENTASCONTABLES4_ID,uniqueidentifier
PROVEEDOR,CUENTASCONTABLES5_ID,uniqueidentifier
PROVEEDOR,CUENTASCONTABLES6_ID,uniqueidentifier
PROVEEDOR,CUENTASCONTABLES7_ID,uniqueidentifier
PROVEEDOR,CUENTASCONTABLES8_ID,uniqueidentifier
PROVEEDOR,CUENTASCONTABLES9_ID,uniqueidentifier
PROVEEDOR,CUENTASCONTABLES10_ID,uniqueidentifier
PROVEEDOR,DESCUENTOSACORDADOS_ID,uniqueidentifier
PROVEEDOR,ULTIMAMODIFICACION,varchar
UD_EZI_FACTURACOMPRA_CMPV,ID,uniqueidentifier
UD_EZI_FACTURACOMPRA_CMPV,BO_PLACE_ID,uniqueidentifier
UD_EZI_FACTURACOMPRA_CMPV,BO_OWNER_ID,uniqueidentifier
